	Gene1	Gene2	dist	strand	pred
2769	KVP08_021040	KVP08_021045	295	1	False
2770	KVP08_021055	KVP08_021060	103	1	False
2771	KVP08_021065	KVP08_021085	5786	-1	False
2772	KVP08_021090	KVP08_021095	117	1	False
2773	KVP08_021095	KVP08_021100	168	1	False
2774	KVP08_021105	KVP08_021110	76	-1	True
2775	KVP08_021110	KVP08_021115	204	-1	False
2776	KVP08_021115	KVP08_021120	262	-1	False
2777	KVP08_021120	KVP08_021125	171	-1	False
2778	KVP08_021125	KVP08_021130	37	-1	True
2779	KVP08_021130	KVP08_021135	36	-1	True
2780	KVP08_021135	KVP08_021140	51	-1	True
2781	KVP08_021140	KVP08_021145	15	-1	True
2782	KVP08_021145	KVP08_021150	17	-1	True
2783	KVP08_021150	KVP08_021155	39	-1	True
2784	KVP08_021155	KVP08_021160	71	-1	True
2785	KVP08_021160	KVP08_021165	13	-1	True
2786	KVP08_021165	KVP08_021170	226	-1	False
2787	KVP08_021170	KVP08_021175	10	-1	True
2788	KVP08_021175	KVP08_021180	75	-1	True
2789	KVP08_021180	KVP08_021185	118	-1	False
2790	KVP08_021185	KVP08_021190	441	-1	False
2791	KVP08_021195	KVP08_021200	398	1	False
2792	KVP08_021200	KVP08_021205	-3	1	True
2793	KVP08_021205	KVP08_021210	168	1	False
2794	KVP08_021210	KVP08_021215	134	1	False
2795	KVP08_021215	KVP08_021220	253	1	False
2796	KVP08_021220	KVP08_021225	69	1	True
2797	KVP08_021225	KVP08_021230	18	1	True
2798	KVP08_021240	KVP08_021245	13	1	True
2799	KVP08_021245	KVP08_021250	58	1	True
2800	KVP08_021250	KVP08_021255	323	1	False
2801	KVP08_021255	KVP08_021260	33	1	True
2802	KVP08_021260	KVP08_021265	-3	1	True
2803	KVP08_021265	KVP08_021270	2	1	True
2804	KVP08_021275	KVP08_021280	164	-1	False
2805	KVP08_021280	KVP08_021285	104	-1	False
2806	KVP08_021285	KVP08_021290	4	-1	True
2807	KVP08_021290	KVP08_021295	-33	-1	True
2808	KVP08_021295	KVP08_021300	21	-1	True
